"","ID","Gender","Age","Race","Country_of_birth","Citizenship_status","Family_menbers","Marital_status","Family_income"
"1",73557,"1",69,"4","1","1",3,"4","4"
"2",73558,"1",54,"3","1","1",4,"1","7"
"3",73559,"1",72,"3","1","1",2,"1","10"
"4",73560,"1",9,"3","1","1",4,"1","9"
"5",73561,"2",73,"3","1","1",2,"1","15"
"6",73562,"1",56,"1","1","1",1,"3","9"
"7",73563,"1",0,"3","1","1",3,"1","15"
"8",73564,"2",61,"3","1","1",1,"2","10"
"9",73565,"1",42,"2","1","1",4,"1","15"
"10",73566,"2",56,"3","1","1",7,"3","4"
"11",73567,"1",65,"3","1","1",1,"2","3"
"12",73568,"2",26,"3","1","1",3,"5","15"
"13",73569,"2",0,"7","1","1",4,"1","77"
"14",73570,"2",9,"7","1","1",4,"3","5"
"15",73571,"1",76,"3","1","1",2,"1","14"
"16",73572,"2",10,"4","1","1",3,"5","2"
"17",73573,"1",10,"4","1","1",5,"1","8"
"18",73574,"2",33,"6","2","1",4,"1","8"
"19",73575,"1",1,"4","1","1",2,"5","3"
"20",73576,"1",16,"4","1","1",6,"77","8"
"21",73577,"1",32,"1","2","2",5,"6","2"
"22",73578,"1",18,"1","1","1",7,"1","5"
"23",73579,"2",12,"3","1","1",4,"1","10"
"24",73580,"2",38,"4","1","1",6,"1","12"
"25",73581,"1",50,"6","2","2",3,"1","15"
"26",73582,"2",23,"4","1","1",3,"6","3"
"27",73583,"2",7,"3","1","1",3,"1","15"
"28",73584,"1",13,"3","1","1",3,"1","9"
"29",73585,"1",28,"6","2","1",2,"1","7"
"30",73586,"2",4,"6","1","1",4,"1","6"
"31",73587,"1",14,"6","1","1",7,"4","15"
"32",73588,"1",11,"4","1","1",3,"5","6"
"33",73589,"1",35,"3","1","1",1,"3","5"
"34",73590,"1",2,"1","1","1",5,"1","5"
"35",73591,"1",6,"3","1","1",4,"1","15"
"36",73592,"1",29,"1","1","1",1,"5","6"
"37",73593,"1",3,"3","1","1",4,"1","15"
"38",73594,"1",23,"2","2","2",7,"1","5"
"39",73595,"1",58,"2","1","1",2,"1","8"
"40",73596,"2",57,"6","2","1",3,"1","15"
"41",73597,"2",50,"4","2","1",1,"3","6"
"42",73598,"1",20,"1","1","1",6,"1","4"
"43",73599,"2",13,"3","1","1",3,"3","6"
"44",73600,"1",37,"4","1","1",6,"3","5"
"45",73601,"1",12,"1","1","1",4,"1","14"
"46",73602,"1",3,"2","1","1",4,"1","5"
"47",73603,"1",35,"6","2","2",4,"1","14"
"48",73604,"2",69,"3","1","1",1,"6","6"
"49",73605,"1",13,"3","1","1",4,"1","15"
"50",73606,"1",16,"3","1","1",5,"1","14"
"51",73607,"1",75,"3","1","1",2,"1","4"
"52",73608,"1",3,"6","1","1",4,"1","3"
"53",73609,"2",11,"1","1","1",5,"1","6"
"54",73610,"1",43,"3","1","1",6,"1","10"
"55",73611,"2",3,"2","1","1",7,"1","5"
"56",73612,"2",6,"6","1","1",7,"1","7"
"57",73613,"2",60,"4","1","1",6,"1","15"
"58",73614,"2",55,"3","2","1",2,"2","5"
"59",73615,"2",65,"2","2","1",1,"2","3"
"60",73616,"2",62,"3","1","1",2,"1","15"
"61",73617,"1",6,"1","2","1",6,"1","4"
"62",73618,"2",54,"3","1","1",4,"1","13"
"63",73619,"2",36,"1","2","2",2,"3","3"
"64",73620,"2",3,"3","1","1",4,"1","15"
"65",73621,"1",80,"3","1","1",2,"1","14"
"66",73622,"1",72,"3","1","1",2,"1","14"
"67",73623,"1",32,"3","1","1",4,"1","14"
"68",73624,"2",31,"3","1","1",6,"3","4"
"69",73625,"1",13,"1","1","1",5,"6","77"
"70",73626,"2",72,"4","1","1",4,"1","4"
"71",73627,"1",0,"6","1","1",5,"1","15"
"72",73628,"1",80,"3","1","1",1,"2","7"
"73",73629,"2",26,"4","1","1",5,"1","14"
"74",73630,"1",13,"6","1","1",4,"1","15"
"75",73631,"2",56,"4","1","1",1,"3","2"
"76",73632,"1",23,"1","2","2",2,"1","7"
"77",73633,"2",43,"3","1","1",4,"1","14"
"78",73634,"1",65,"4","1","1",3,"2","6"
"79",73635,"2",4,"1","1","1",4,"1","15"
"80",73636,"2",1,"1","1","1",4,"3","14"
"81",73637,"2",2,"3","1","1",5,"1","2"
"82",73638,"2",63,"7","1","1",1,"2","6"
"83",73639,"1",71,"3","1","1",5,"1","7"
"84",73640,"2",67,"4","1","1",1,"3","6"
"85",73641,"2",64,"3","1","1",1,"3","2"
"86",73642,"2",57,"3","1","1",3,"1","8"
"87",73643,"1",62,"6","2","1",2,"1","1"
"88",73644,"1",8,"7","1","1",6,"6","7"
"89",73645,"2",54,"3","1","1",6,"1","15"
"90",73646,"1",4,"1","1","1",4,"1","15"
"91",73647,"2",61,"2","1","1",3,"1","10"
"92",73648,"2",16,"4","1","1",4,"1","15"
"93",73649,"1",3,"3","1","1",5,"4","2"
"94",73650,"1",6,"7","1","1",6,"3","10"
"95",73651,"2",6,"4","1","1",4,"1","9"
"96",73652,"2",54,"4","1","1",2,"1","9"
"97",73653,"2",10,"4","1","1",6,"6","3"
"98",73654,"1",46,"3","1","1",3,"1","4"
"99",73655,"1",44,"4","1","1",5,"1","8"
"100",73656,"1",54,"3","1","1",4,"1","15"
"101",73657,"2",19,"1","1","1",5,"3","7"
"102",73658,"1",35,"6","1","1",3,"1","15"
"103",73659,"2",70,"3","1","1",2,"2","6"
"104",73660,"1",59,"6","2","2",3,"1","7"
"105",73661,"1",25,"4","2","1",3,"4","7"
"106",73662,"1",39,"3","1","1",3,"3","3"
"107",73663,"1",25,"3","1","1",1,"5","9"
"108",73664,"2",5,"1","1","1",4,"1","14"
"109",73665,"1",59,"1","2","2",2,"4","1"
"110",73666,"1",70,"6","1","1",2,"1","9"
"111",73667,"1",24,"3","1","1",5,"6","4"
"112",73668,"2",30,"3","1","1",7,"5","8"
"113",73669,"1",4,"4","1","1",4,"1","5"
"114",73670,"2",71,"1","2","2",1,"2","3"
"115",73671,"1",49,"4","1","1",1,"5","3"
"116",73672,"1",73,"3","1","1",2,"1","14"
"117",73673,"1",45,"3","1","1",4,"1","15"
"118",73674,"2",45,"3","2","1",5,"1","12"
"119",73675,"1",29,"6","2","2",3,"1","4"
"120",73676,"1",44,"3","1","1",4,"1","10"
"121",73677,"2",61,"4","1","1",2,"1","15"
"122",73678,"1",51,"3","1","1",5,"1","6"
"123",73679,"2",1,"1","1","1",5,"1","7"
"124",73680,"1",12,"3","1","1",3,"3","8"
"125",73681,"2",9,"4","1","1",5,"5","6"
"126",73682,"2",3,"4","1","1",3,"5","2"
"127",73683,"2",2,"7","1","1",4,"1","8"
"128",73684,"1",64,"6","2","1",2,"1","15"
"129",73685,"2",0,"7","1","1",3,"1","5"
"130",73686,"2",7,"1","1","1",6,"1","5"
"131",73687,"1",8,"3","1","1",4,"1","4"
"132",73688,"1",58,"3","1","1",2,"1","10"
"133",73689,"1",54,"3","1","1",3,"1","15"
"134",73690,"2",77,"3","1","1",2,"1","8"
"135",73691,"1",14,"3","1","1",6,"1","8"
"136",73692,"1",65,"2","2","2",2,"1","6"
"137",73693,"2",78,"3","1","1",1,"3","2"
"138",73694,"2",66,"3","1","1",2,"1","10"
"139",73695,"2",79,"3","1","1",2,"1","9"
"140",73696,"2",8,"3","1","1",3,"1","99"
"141",73697,"2",57,"3","1","1",2,"1","8"
"142",73698,"1",23,"3","1","1",1,"6","6"
"143",73699,"1",20,"3","1","1",1,"5","3"
"144",73700,"1",0,"1","1","1",4,"4","3"
"145",73701,"1",47,"6","2","2",4,"1","15"
"146",73702,"2",48,"3","1","1",2,"1","9"
"147",73703,"2",38,"2","2","1",4,"1","77"
"148",73704,"2",8,"3","1","1",7,"4","7"
"149",73705,"1",10,"3","1","1",4,"1","15"
"150",73706,"1",54,"3","1","1",4,"1","6"
"151",73707,"1",45,"4","1","1",1,"5","1"
"152",73708,"1",69,"1","1","1",3,"6","15"
"153",73709,"1",64,"4","1","1",2,"1","6"
"154",73710,"1",2,"3","1","1",6,"3","4"
"155",73711,"1",5,"1","1","1",7,"6","4"
"156",73712,"1",18,"6","1","1",4,"1","15"
"157",73713,"1",3,"1","1","1",4,"1","4"
"158",73714,"2",29,"3","1","1",3,"1","15"
"159",73715,"2",38,"3","1","1",3,"1","9"
"160",73716,"1",25,"3","1","1",1,"5","8"
"161",73717,"1",78,"4","1","1",3,"1","7"
"162",73718,"1",53,"4","1","1",3,"1","5"
"163",73719,"2",11,"1","1","1",7,"1","6"
"164",73720,"1",48,"4","1","1",3,"1","9"
"165",73721,"2",80,"3","1","1",1,"3","6"
"166",73722,"2",80,"4","1","1",1,"2","7"
"167",73723,"1",77,"3","1","1",2,"1","15"
"168",73724,"1",26,"4","1","1",2,"5","6"
"169",73725,"2",80,"3","1","1",2,"2","8"
"170",73726,"2",67,"1","1","1",7,"1","8"
"171",73727,"2",3,"4","1","1",3,"5","2"
"172",73728,"1",16,"3","1","1",6,"1","15"
"173",73729,"1",46,"3","1","1",4,"1","9"
"174",73730,"1",48,"1","1","1",3,"5","6"
"175",73731,"1",12,"7","1","1",4,"1","15"
"176",73732,"1",80,"3","2","1",2,"1","8"
"177",73733,"2",23,"1","1","1",4,"1","12"
"178",73734,"2",5,"4","1","1",3,"6","1"
"179",73735,"2",29,"2","2","1",3,"5","1"
"180",73736,"1",55,"4","1","1",3,"5","77"
"181",73737,"2",30,"7","1","1",6,"3","10"
"182",73738,"1",29,"4","1","1",4,"1","15"
"183",73739,"2",46,"3","1","1",3,"3","6"
"184",73740,"2",57,"6","2","2",4,"2","9"
"185",73741,"2",47,"1","2","2",4,"1","12"
"186",73742,"2",11,"7","1","1",5,"1","7"
"187",73743,"1",0,"1","1","1",4,"5","13"
"188",73744,"2",0,"3","1","1",5,"6","4"
"189",73745,"1",7,"7","1","1",4,"1","3"
"190",73746,"2",64,"3","1","1",1,"2","3"
"191",73747,"2",80,"2","1","1",2,"1","14"
"192",73748,"1",0,"4","1","1",7,"1","8"
"193",73749,"1",29,"3","1","1",1,"5","77"
"194",73750,"1",9,"7","2","1",5,"6","7"
"195",73751,"2",61,"3","1","1",2,"4","3"
"196",73752,"2",8,"3","1","1",5,"1","9"
"197",73753,"2",11,"3","1","1",4,"1","8"
"198",73754,"1",15,"1","1","1",3,"1","4"
"199",73755,"1",75,"1","1","1",1,"4","4"
"200",73756,"1",56,"3","1","1",4,"1","77"
"201",73757,"2",29,"1","1","1",2,"5","14"
"202",73758,"2",15,"3","1","1",7,"1","15"
"203",73759,"2",9,"1","1","1",4,"6","7"
"204",73760,"1",64,"3","1","1",2,"3","5"
"205",73761,"1",17,"1","1","1",5,"1","3"
"206",73762,"1",3,"2","1","1",6,"5","10"
"207",73763,"2",31,"2","1","1",6,"1","1"
"208",73764,"1",13,"6","1","1",5,"1","10"
"209",73765,"1",54,"1","1","1",3,"1","3"
"210",73766,"2",75,"3","1","1",1,"3","5"
"211",73767,"2",35,"6","2","2",4,"1","15"
"212",73768,"2",4,"6","1","1",4,"1","14"
"213",73769,"1",42,"2","77","1",1,"3","77"
"214",73770,"2",50,"3","1","1",2,"1","14"
"215",73771,"1",0,"3","1","1",5,"6","6"
"216",73772,"2",21,"1","1","1",4,"1","15"
"217",73773,"2",39,"1","1","1",5,"1","15"
"218",73774,"2",80,"4","1","1",2,"2","99"
"219",73775,"2",14,"4","1","1",5,"5","3"
"220",73776,"2",19,"2","2","2",7,"1","5"
"221",73777,"1",5,"1","1","1",4,"5","5"
"222",73778,"1",62,"1","2","2",1,"1","5"
"223",73779,"1",62,"3","1","1",1,"3","1"
"224",73780,"1",78,"3","1","1",2,"1","77"
"225",73781,"2",48,"3","1","1",3,"1","77"
"226",73782,"1",68,"3","1","1",1,"5","3"
"227",73783,"1",26,"3","1","1",4,"1","15"
"228",73784,"2",7,"1","1","1",3,"1","6"
"229",73785,"1",46,"6","2","1",3,"1","15"
"230",73786,"2",18,"3","1","1",4,"3","5"
"231",73787,"1",71,"4","1","1",3,"1","9"
"232",73788,"2",9,"2","1","1",4,"5","2"
"233",73789,"2",2,"4","1","1",4,"6","15"
"234",73790,"1",59,"3","1","1",1,"5","7"
"235",73791,"1",8,"4","1","1",7,"1","5"
"236",73792,"2",68,"3","1","1",2,"1","15"
"237",73793,"1",10,"1","1","1",7,"1","14"
"238",73794,"2",6,"2","1","1",7,"5","3"
"239",73795,"1",59,"3","1","1",2,"1","15"
"240",73796,"2",5,"1","1","1",6,"1","7"
"241",73797,"2",57,"3","1","1",3,"1","4"
"242",73798,"1",11,"2","2","2",7,"1","5"
"243",73799,"2",10,"1","1","1",5,"5","13"
"244",73800,"2",54,"3","1","1",1,"2","4"
"245",73801,"2",46,"2","1","1",4,"1","15"
"246",73802,"2",18,"6","1","1",1,"1","1"
"247",73803,"1",14,"6","1","1",5,"6","7"
"248",73804,"1",55,"1","2","2",5,"1","5"
"249",73805,"2",30,"3","1","1",2,"5","2"
"250",73806,"1",63,"4","1","1",2,"1","14"
"251",73807,"2",50,"3","1","1",2,"1","15"
"252",73808,"2",53,"3","1","1",2,"5","7"
"253",73809,"2",52,"3","1","1",3,"4","6"
"254",73810,"1",48,"2","1","1",7,"1","14"
"255",73811,"1",64,"3","1","1",2,"1","5"
"256",73812,"1",5,"3","1","1",3,"5","3"
"257",73813,"2",34,"3","1","1",7,"1","14"
"258",73814,"1",0,"4","1","1",6,"6","1"
"259",73815,"2",72,"4","1","1",2,"1","8"
"260",73816,"1",64,"2","2","1",3,"1","6"
"261",73817,"1",0,"1","1","1",5,"6","2"
"262",73818,"1",5,"4","1","1",4,"2","15"
"263",73819,"1",4,"2","1","1",3,"1","15"
"264",73820,"1",56,"3","1","1",3,"1","9"
"265",73821,"2",56,"3","1","1",2,"1","15"
"266",73822,"2",13,"4","1","1",4,"1","1"
"267",73823,"1",35,"4","2","2",2,"1","6"
"268",73824,"1",11,"4","1","1",5,"5","3"
"269",73825,"2",64,"6","2","1",2,"1","15"
"270",73826,"2",14,"1","1","1",6,"6","4"
"271",73827,"2",11,"1","1","1",3,"3","15"
"272",73828,"2",4,"4","1","1",4,"6","9"
"273",73829,"2",7,"6","1","1",3,"1","15"
"274",73830,"1",64,"6","2","1",3,"1","15"
"275",73831,"2",48,"7","1","1",4,"3","6"
"276",73832,"1",77,"4","1","1",2,"1","10"
"277",73833,"2",34,"6","2","2",3,"1","15"
"278",73834,"1",64,"6","2","1",1,"5","15"
"279",73835,"1",13,"1","1","1",4,"1","15"
"280",73836,"2",9,"3","1","1",7,"6","8"
"281",73837,"1",29,"3","1","1",3,"1","9"
"282",73838,"2",2,"4","1","1",2,"4","8"
"283",73839,"1",68,"3","1","1",3,"1","8"
"284",73840,"2",77,"3","1","1",1,"3","5"
"285",73841,"1",13,"1","1","1",7,"1","5"
"286",73842,"1",53,"1","2","2",1,"1","3"
"287",73843,"1",42,"6","2","1",6,"1","7"
"288",73844,"2",12,"3","1","1",3,"3","7"
"289",73845,"2",70,"3","1","1",1,"2","4"
"290",73846,"2",24,"4","1","1",5,"3","7"
"291",73847,"1",34,"3","1","1",6,"6","7"
"292",73848,"2",65,"3","1","1",1,"2","3"
"293",73849,"2",16,"3","1","1",5,"1","15"
"294",73850,"1",30,"3","1","1",7,"1","5"
"295",73851,"2",48,"1","2","1",3,"1","15"
"296",73852,"2",40,"1","2","1",5,"1","8"
"297",73853,"1",13,"3","1","1",5,"1","14"
"298",73854,"2",1,"1","1","1",6,"1","14"
"299",73855,"2",38,"3","1","1",3,"4","2"
"300",73856,"1",0,"2","1","1",6,"6","14"
"301",73857,"1",23,"1","1","1",6,"1","7"
"302",73858,"1",52,"4","1","1",2,"3","4"
"303",73859,"1",38,"4","1","1",2,"1","9"
"304",73860,"1",53,"4","1","1",1,"4","6"
"305",73861,"1",77,"3","1","1",2,"1","15"
"306",73862,"2",61,"3","1","1",3,"1","6"
"307",73863,"1",26,"6","2","1",1,"5","8"
"308",73864,"2",62,"3","1","1",3,"1","5"
"309",73865,"1",48,"3","1","1",5,"3","6"
"310",73866,"2",47,"2","1","1",4,"1","15"
"311",73867,"2",80,"3","1","1",2,"1","15"
"312",73868,"1",32,"7","1","1",3,"1","5"
"313",73869,"1",7,"4","1","1",2,"5","3"
"314",73870,"1",38,"3","1","1",1,"6","15"
"315",73871,"2",28,"3","1","1",4,"3","9"
"316",73872,"2",63,"6","2","1",7,"1","77"
"317",73873,"1",80,"6","1","1",2,"2","7"
"318",73874,"2",2,"3","1","1",3,"1","10"
"319",73875,"1",43,"2","2","2",5,"1","8"
"320",73876,"2",0,"3","1","1",5,"1","15"
"321",73877,"2",0,"4","1","1",6,"1","7"
"322",73878,"2",45,"4","1","1",2,"5","7"
"323",73879,"2",58,"3","1","1",3,"2","7"
"324",73880,"2",50,"3","1","1",6,"6","10"
"325",73881,"1",38,"2","1","1",1,"5","3"
"326",73882,"2",25,"3","1","1",1,"5","1"
"327",73883,"1",67,"1","2","1",6,"1","2"
"328",73884,"1",43,"1","1","1",4,"1","14"
"329",73885,"1",6,"3","1","1",7,"1","7"
"330",73886,"2",64,"2","77","1",2,"77","15"
"331",73887,"1",16,"3","1","1",3,"3","7"
"332",73888,"1",56,"3","1","1",4,"1","15"
"333",73889,"1",15,"2","1","1",3,"2","4"
"334",73890,"1",16,"4","1","1",4,"3","2"
"335",73891,"1",12,"4","1","1",4,"3","9"
"336",73892,"1",15,"6","2","1",5,"1","15"
"337",73893,"1",17,"4","1","1",2,"2","99"
"338",73894,"1",6,"4","1","1",6,"4","6"
"339",73895,"1",5,"1","1","1",5,"5","6"
"340",73896,"2",19,"1","1","1",6,"1","12"
"341",73897,"2",11,"4","1","1",3,"6","3"
"342",73898,"1",9,"3","1","1",4,"1","12"
"343",73899,"1",57,"4","1","1",4,"1","15"
"344",73900,"1",66,"3","1","1",2,"1","15"
"345",73901,"1",54,"3","1","1",1,"5","15"
"346",73902,"2",28,"6","2","1",2,"1","15"
"347",73903,"2",4,"7","1","1",5,"1","5"
"348",73904,"1",17,"1","1","1",5,"1","4"
"349",73905,"1",12,"1","1","1",6,"1","5"
"350",73906,"2",34,"1","2","2",5,"4","3"
"351",73907,"2",8,"3","1","1",3,"4","3"
"352",73908,"1",67,"3","1","1",2,"1","8"
"353",73909,"1",0,"4","1","1",3,"1","9"
"354",73910,"1",51,"6","1","1",2,"1","15"
"355",73911,"1",3,"3","1","1",5,"1","6"
"356",73912,"1",0,"2","1","1",3,"6","4"
"357",73913,"1",26,"4","1","1",1,"5","1"
"358",73914,"2",52,"7","1","1",1,"5","12"
"359",73915,"2",14,"3","1","1",5,"1","5"
"360",73916,"1",27,"3","1","1",2,"5","4"
"361",73917,"1",8,"3","1","1",1,"3","1"
"362",73918,"1",32,"4","1","1",2,"5","3"
"363",73919,"1",61,"4","1","1",2,"1","1"
"364",73920,"1",18,"1","1","1",4,"1","7"
"365",73921,"2",80,"3","1","1",1,"5","3"
"366",73922,"2",75,"3","1","1",2,"1","5"
"367",73923,"1",4,"1","1","1",6,"1","10"
"368",73924,"2",39,"3","1","1",4,"1","77"
"369",73925,"1",60,"2","2","1",2,"1","3"
"370",73926,"1",64,"1","2","1",3,"1","10"
"371",73927,"2",3,"1","1","1",5,"1","7"
"372",73928,"1",23,"4","1","1",2,"3","14"
"373",73929,"2",3,"1","1","1",2,"5","5"
"374",73930,"2",70,"4","1","1",2,"1","15"
"375",73931,"2",37,"1","2","2",7,"1","5"
"376",73932,"1",30,"3","1","1",3,"1","3"
"377",73933,"2",10,"7","1","1",6,"5","4"
"378",73934,"1",31,"4","1","1",6,"5","8"
"379",73935,"1",63,"2","1","1",2,"1","77"
"380",73936,"2",3,"3","1","1",4,"1","15"
"381",73937,"2",41,"1","2","2",5,"1","5"
"382",73938,"2",53,"3","1","1",2,"1","15"
"383",73939,"2",6,"7","1","1",6,"1","1"
"384",73940,"1",7,"1","1","1",6,"1","77"
"385",73941,"1",28,"4","2","1",3,"6","8"
"386",73942,"1",5,"4","1","1",6,"1","8"
"387",73943,"1",19,"2","1","1",5,"1","9"
"388",73944,"1",0,"4","1","1",7,"1","12"
"389",73945,"1",66,"3","1","1",1,"3","5"
"390",73946,"1",2,"1","1","1",4,"3","5"
"391",73947,"1",1,"1","1","1",5,"1","5"
"392",73948,"2",4,"4","1","1",3,"5","6"
"393",73949,"1",48,"1","1","1",5,"3","5"
"394",73950,"1",3,"3","1","1",5,"1","6"
"395",73951,"1",14,"2","1","1",3,"1","9"
"396",73952,"1",42,"1","1","1",1,"5","1"
"397",73953,"2",13,"4","1","1",5,"6","12"
"398",73954,"2",45,"3","1","1",4,"1","15"
"399",73955,"2",31,"4","1","1",3,"1","15"
"400",73956,"1",4,"7","1","1",5,"1","9"
"401",73957,"2",26,"6","2","2",7,"1","15"
"402",73958,"2",16,"4","1","1",3,"3","9"
"403",73959,"1",5,"4","1","1",7,"1","9"
"404",73960,"2",11,"3","1","1",3,"1","15"
"405",73961,"1",7,"4","2","2",5,"1","6"
"406",73962,"1",49,"4","1","1",7,"1","9"
"407",73963,"1",16,"6","2","1",4,"1","14"
"408",73964,"1",45,"4","1","1",1,"5","9"
"409",73965,"1",0,"3","1","1",5,"1","6"
"410",73966,"1",7,"1","1","1",6,"1","5"
"411",73967,"1",9,"6","1","1",4,"1","15"
"412",73968,"1",15,"4","1","1",4,"1","15"
"413",73969,"1",0,"3","1","1",5,"1","7"
"414",73970,"1",10,"2","1","1",5,"4","4"
"415",73971,"2",15,"4","1","1",6,"1","14"
"416",73972,"2",2,"1","1","1",3,"4","6"
"417",73973,"2",75,"4","2","1",1,"2","8"
"418",73974,"1",34,"1","1","1",5,"1","14"
"419",73975,"2",64,"3","1","1",2,"2","4"
"420",73976,"2",11,"7","1","1",1,"3","1"
"421",73977,"1",30,"6","1","1",3,"1","15"
"422",73978,"2",10,"6","1","1",4,"1","15"
"423",73979,"2",61,"3","1","1",2,"1","15"
"424",73980,"1",43,"2","2","2",1,"3","13"
"425",73981,"2",36,"6","2","1",5,"1","7"
"426",73982,"1",13,"4","1","1",3,"5","2"
"427",73983,"2",18,"4","1","1",1,"1","1"
"428",73984,"1",5,"3","1","1",2,"5","7"
"429",73985,"2",43,"2","2","1",3,"1","9"
"430",73986,"2",7,"4","1","1",5,"3","6"
"431",73987,"1",56,"1","1","1",2,"2","4"
"432",73988,"1",4,"3","1","1",4,"1","15"
"433",73989,"1",0,"3","1","1",4,"6","1"
"434",73990,"2",50,"6","2","1",3,"1","15"
"435",73991,"2",8,"1","1","1",4,"99","4"
"436",73992,"1",20,"3","1","1",1,"5","3"
"437",73993,"1",57,"3","1","1",2,"2","3"
"438",73994,"1",36,"7","1","1",6,"1","10"
"439",73995,"2",40,"6","2","2",3,"2","9"
"440",73996,"2",17,"3","1","1",3,"1","6"
"441",73997,"1",17,"1","1","1",5,"1","14"
"442",73998,"2",32,"4","1","1",4,"2","7"
"443",73999,"1",66,"3","1","1",2,"1","15"
"444",74000,"1",14,"3","1","1",7,"4","7"
"445",74001,"1",48,"4","1","1",5,"1","5"
"446",74002,"1",63,"4","1","1",3,"1","14"
"447",74003,"2",68,"4","1","1",3,"4","4"
"448",74004,"2",31,"4","1","1",5,"1","9"
"449",74005,"1",23,"3","1","1",1,"5","3"
"450",74006,"2",34,"4","1","1",2,"5","6"
"451",74007,"2",71,"3","1","1",2,"1","7"
"452",74008,"2",49,"3","1","1",2,"1","8"
"453",74009,"2",6,"3","1","1",5,"1","15"
"454",74010,"1",40,"3","1","1",5,"1","8"
"455",74011,"1",55,"4","2","1",2,"1","15"
"456",74012,"2",68,"1","2","2",5,"1","7"
"457",74013,"2",56,"3","1","1",2,"1","15"
"458",74014,"1",60,"1","2","1",2,"3","99"
"459",74015,"2",2,"3","1","1",3,"1","5"
"460",74016,"1",49,"6","2","1",4,"1","14"
"461",74017,"2",18,"6","1","1",7,"1","15"
"462",74018,"1",22,"4","1","1",3,"6","2"
"463",74019,"2",17,"1","1","1",7,"1","1"
"464",74020,"2",4,"3","1","1",5,"1","15"
"465",74021,"1",16,"1","1","1",4,"1","6"
"466",74022,"2",66,"1","2","1",7,"2","3"
"467",74023,"1",19,"3","1","1",2,"3","9"
"468",74024,"1",3,"7","1","1",2,"5","1"
"469",74025,"1",45,"3","1","1",2,"5","6"
"470",74026,"1",11,"2","1","1",4,"1","77"
"471",74027,"1",42,"4","1","1",6,"1","10"
"472",74028,"2",57,"4","1","1",4,"1","6"
"473",74029,"1",22,"4","1","1",1,"5","7"
"474",74030,"1",0,"3","1","1",5,"6","4"
"475",74031,"2",19,"4","1","1",4,"5","8"
"476",74032,"2",47,"3","1","1",4,"1","15"
"477",74033,"1",80,"3","1","1",1,"2","10"
"478",74034,"2",0,"1","1","1",6,"1","14"
"479",74035,"2",3,"4","1","1",3,"5","3"
"480",74036,"1",43,"4","1","1",3,"1","12"
"481",74037,"1",20,"1","2","2",5,"1","5"
"482",74038,"2",54,"4","1","1",1,"5","1"
"483",74039,"2",10,"4","1","1",7,"1","6"
"484",74040,"1",4,"2","1","1",5,"1","4"
"485",74041,"1",60,"1","1","1",3,"2","10"
"486",74042,"2",41,"6","2","2",4,"1","5"
"487",74043,"2",14,"1","1","1",4,"4","2"
"488",74044,"1",73,"3","1","1",1,"5","3"
"489",74045,"1",38,"1","2","2",2,"3","8"
"490",74046,"2",41,"3","2","1",4,"1","15"
"491",74047,"2",40,"1","2","7",6,"6","5"
"492",74048,"1",80,"3","1","1",2,"1","6"
"493",74049,"2",62,"4","2","1",2,"3","7"
"494",74050,"2",44,"3","1","1",4,"3","6"
"495",74051,"2",20,"6","1","1",4,"1","15"
"496",74052,"2",19,"4","1","1",3,"6","1"
"497",74053,"2",10,"4","1","1",5,"6","7"
"498",74054,"2",40,"3","1","1",3,"3","10"
"499",74055,"1",57,"1","2","1",3,"5","8"
"500",74056,"1",38,"2","2","2",7,"1","5"
"501",74057,"2",63,"4","1","1",2,"1","6"
"502",74058,"2",60,"4","1","1",5,"3","6"
"503",74059,"1",57,"3","1","1",2,"1","15"
"504",74060,"2",8,"3","1","1",5,"1","14"
"505",74061,"2",12,"4","1","1",6,"4","5"
"506",74062,"2",67,"6","2","2",3,"3","4"
"507",74063,"1",49,"6","2","2",5,"1","15"
"508",74064,"1",17,"6","2","2",3,"1","4"
"509",74065,"2",71,"3","1","1",1,"2","8"
"510",74066,"1",56,"2","2","2",6,"1","4"
"511",74067,"2",2,"3","1","1",5,"1","7"
"512",74068,"2",5,"3","1","1",2,"6","1"
"513",74069,"2",0,"3","1","1",4,"3","5"
"514",74070,"2",59,"3","1","1",3,"1","15"
"515",74071,"2",3,"3","1","1",5,"1","15"
"516",74072,"1",63,"4","1","1",1,"4","4"
"517",74073,"1",0,"4","1","1",2,"5","3"
"518",74074,"2",4,"1","1","1",6,"1","4"
"519",74075,"1",59,"4","1","1",1,"5","2"
"520",74076,"2",4,"1","1","1",4,"77","15"
"521",74077,"1",26,"3","1","1",3,"5","7"
"522",74078,"1",63,"3","1","1",2,"1","14"
"523",74079,"2",2,"1","1","1",5,"1","5"
"524",74080,"2",5,"3","1","1",7,"1","14"
"525",74081,"1",80,"3","1","1",2,"1","5"
"526",74082,"1",4,"7","1","1",3,"6","3"
"527",74083,"2",67,"4","1","1",1,"3","6"
"528",74084,"1",1,"7","1","1",5,"1","5"
"529",74085,"2",80,"3","1","1",2,"2","4"
"530",74086,"1",6,"4","1","1",4,"1","15"
"531",74087,"2",59,"1","2","2",7,"1","15"
"532",74088,"1",12,"1","1","1",6,"1","5"
"533",74089,"1",11,"4","1","1",5,"5","5"
"534",74090,"2",80,"3","1","1",1,"3","6"
"535",74091,"2",19,"7","1","1",5,"6","10"
"536",74092,"2",6,"4","1","1",7,"1","15"
