"","ID","Gender","Age","Race","Country_of_birth","Citizenship_status","Family_menbers","Marital_status","Family_income"
"1",73557,"Male",69,"Black","US","US",3,"Separated","$15000 - $19999"
"2",73558,"Male",54,"White","US","US",4,"Married","$35000 - $44999"
"3",73559,"Male",72,"White","US","US",2,"Married","$65000 - $74999"
"4",73560,"Male",9,"White","US","US",4,"Married","$55000 - $64999"
"5",73561,"Female",73,"White","US","US",2,"Married","$100000 and Over"
"6",73562,"Male",56,"Mexican_American","US","US",1,"Divorced","$55000 - $64999"
"7",73563,"Male",0,"White","US","US",3,"Married","$100000 and Over"
"8",73564,"Female",61,"White","US","US",1,"Widowed","$65000 - $74999"
"9",73565,"Male",42,"Other_Hispanic","US","US",4,"Married","$100000 and Over"
"10",73566,"Female",56,"White","US","US",7,"Divorced","$15000 - $19999"
"11",73567,"Male",65,"White","US","US",1,"Widowed","$10000 - $14999"
"12",73568,"Female",26,"White","US","US",3,"Never_married","$100000 and Over"
"13",73569,"Female",0,"multiracial","US","US",4,"Married","Refused"
"14",73570,"Female",9,"multiracial","US","US",4,"Divorced","$20000 - $24999"
"15",73571,"Male",76,"White","US","US",2,"Married","$75000 - $99999"
"16",73572,"Female",10,"Black","US","US",3,"Never_married","$5000 - $9999"
"17",73573,"Male",10,"Black","US","US",5,"Married","$45000 - $54999"
"18",73574,"Female",33,"Asian","Others","US",4,"Married","$45000 - $54999"
"19",73575,"Male",1,"Black","US","US",2,"Never_married","$10000 - $14999"
"20",73576,"Male",16,"Black","US","US",6,"Refused","$45000 - $54999"
"21",73577,"Male",32,"Mexican_American","Others","Other",5,"partner","$5000 - $9999"
"22",73578,"Male",18,"Mexican_American","US","US",7,"Married","$20000 - $24999"
"23",73579,"Female",12,"White","US","US",4,"Married","$65000 - $74999"
"24",73580,"Female",38,"Black","US","US",6,"Married","$20000 and Over"
"25",73581,"Male",50,"Asian","Others","Other",3,"Married","$100000 and Over"
"26",73582,"Female",23,"Black","US","US",3,"partner","$10000 - $14999"
"27",73583,"Female",7,"White","US","US",3,"Married","$100000 and Over"
"28",73584,"Male",13,"White","US","US",3,"Married","$55000 - $64999"
"29",73585,"Male",28,"Asian","Others","US",2,"Married","$35000 - $44999"
"30",73586,"Female",4,"Asian","US","US",4,"Married","$25000 - $34999"
"31",73587,"Male",14,"Asian","US","US",7,"Separated","$100000 and Over"
"32",73588,"Male",11,"Black","US","US",3,"Never_married","$25000 - $34999"
"33",73589,"Male",35,"White","US","US",1,"Divorced","$20000 - $24999"
"34",73590,"Male",2,"Mexican_American","US","US",5,"Married","$20000 - $24999"
"35",73591,"Male",6,"White","US","US",4,"Married","$100000 and Over"
"36",73592,"Male",29,"Mexican_American","US","US",1,"Never_married","$25000 - $34999"
"37",73593,"Male",3,"White","US","US",4,"Married","$100000 and Over"
"38",73594,"Male",23,"Other_Hispanic","Others","Other",7,"Married","$20000 - $24999"
"39",73595,"Male",58,"Other_Hispanic","US","US",2,"Married","$45000 - $54999"
"40",73596,"Female",57,"Asian","Others","US",3,"Married","$100000 and Over"
"41",73597,"Female",50,"Black","Others","US",1,"Divorced","$25000 - $34999"
"42",73598,"Male",20,"Mexican_American","US","US",6,"Married","$15000 - $19999"
"43",73599,"Female",13,"White","US","US",3,"Divorced","$25000 - $34999"
"44",73600,"Male",37,"Black","US","US",6,"Divorced","$20000 - $24999"
"45",73601,"Male",12,"Mexican_American","US","US",4,"Married","$75000 - $99999"
"46",73602,"Male",3,"Other_Hispanic","US","US",4,"Married","$20000 - $24999"
"47",73603,"Male",35,"Asian","Others","Other",4,"Married","$75000 - $99999"
"48",73604,"Female",69,"White","US","US",1,"partner","$25000 - $34999"
"49",73605,"Male",13,"White","US","US",4,"Married","$100000 and Over"
"50",73606,"Male",16,"White","US","US",5,"Married","$75000 - $99999"
"51",73607,"Male",75,"White","US","US",2,"Married","$15000 - $19999"
"52",73608,"Male",3,"Asian","US","US",4,"Married","$10000 - $14999"
"53",73609,"Female",11,"Mexican_American","US","US",5,"Married","$25000 - $34999"
"54",73610,"Male",43,"White","US","US",6,"Married","$65000 - $74999"
"55",73611,"Female",3,"Other_Hispanic","US","US",7,"Married","$20000 - $24999"
"56",73612,"Female",6,"Asian","US","US",7,"Married","$35000 - $44999"
"57",73613,"Female",60,"Black","US","US",6,"Married","$100000 and Over"
"58",73614,"Female",55,"White","Others","US",2,"Widowed","$20000 - $24999"
"59",73615,"Female",65,"Other_Hispanic","Others","US",1,"Widowed","$10000 - $14999"
"60",73616,"Female",62,"White","US","US",2,"Married","$100000 and Over"
"61",73617,"Male",6,"Mexican_American","Others","US",6,"Married","$15000 - $19999"
"62",73618,"Female",54,"White","US","US",4,"Married","Under $20000"
"63",73619,"Female",36,"Mexican_American","Others","Other",2,"Divorced","$10000 - $14999"
"64",73620,"Female",3,"White","US","US",4,"Married","$100000 and Over"
"65",73621,"Male",80,"White","US","US",2,"Married","$75000 - $99999"
"66",73622,"Male",72,"White","US","US",2,"Married","$75000 - $99999"
"67",73623,"Male",32,"White","US","US",4,"Married","$75000 - $99999"
"68",73624,"Female",31,"White","US","US",6,"Divorced","$15000 - $19999"
"69",73625,"Male",13,"Mexican_American","US","US",5,"partner","Refused"
"70",73626,"Female",72,"Black","US","US",4,"Married","$15000 - $19999"
"71",73627,"Male",0,"Asian","US","US",5,"Married","$100000 and Over"
"72",73628,"Male",80,"White","US","US",1,"Widowed","$35000 - $44999"
"73",73629,"Female",26,"Black","US","US",5,"Married","$75000 - $99999"
"74",73630,"Male",13,"Asian","US","US",4,"Married","$100000 and Over"
"75",73631,"Female",56,"Black","US","US",1,"Divorced","$5000 - $9999"
"76",73632,"Male",23,"Mexican_American","Others","Other",2,"Married","$35000 - $44999"
"77",73633,"Female",43,"White","US","US",4,"Married","$75000 - $99999"
"78",73634,"Male",65,"Black","US","US",3,"Widowed","$25000 - $34999"
"79",73635,"Female",4,"Mexican_American","US","US",4,"Married","$100000 and Over"
"80",73636,"Female",1,"Mexican_American","US","US",4,"Divorced","$75000 - $99999"
"81",73637,"Female",2,"White","US","US",5,"Married","$5000 - $9999"
"82",73638,"Female",63,"multiracial","US","US",1,"Widowed","$25000 - $34999"
"83",73639,"Male",71,"White","US","US",5,"Married","$35000 - $44999"
"84",73640,"Female",67,"Black","US","US",1,"Divorced","$25000 - $34999"
"85",73641,"Female",64,"White","US","US",1,"Divorced","$5000 - $9999"
"86",73642,"Female",57,"White","US","US",3,"Married","$45000 - $54999"
"87",73643,"Male",62,"Asian","Others","US",2,"Married","$0 - $4999"
"88",73644,"Male",8,"multiracial","US","US",6,"partner","$35000 - $44999"
"89",73645,"Female",54,"White","US","US",6,"Married","$100000 and Over"
"90",73646,"Male",4,"Mexican_American","US","US",4,"Married","$100000 and Over"
"91",73647,"Female",61,"Other_Hispanic","US","US",3,"Married","$65000 - $74999"
"92",73648,"Female",16,"Black","US","US",4,"Married","$100000 and Over"
"93",73649,"Male",3,"White","US","US",5,"Separated","$5000 - $9999"
"94",73650,"Male",6,"multiracial","US","US",6,"Divorced","$65000 - $74999"
"95",73651,"Female",6,"Black","US","US",4,"Married","$55000 - $64999"
"96",73652,"Female",54,"Black","US","US",2,"Married","$55000 - $64999"
"97",73653,"Female",10,"Black","US","US",6,"partner","$10000 - $14999"
"98",73654,"Male",46,"White","US","US",3,"Married","$15000 - $19999"
"99",73655,"Male",44,"Black","US","US",5,"Married","$45000 - $54999"
"100",73656,"Male",54,"White","US","US",4,"Married","$100000 and Over"
"101",73657,"Female",19,"Mexican_American","US","US",5,"Divorced","$35000 - $44999"
"102",73658,"Male",35,"Asian","US","US",3,"Married","$100000 and Over"
"103",73659,"Female",70,"White","US","US",2,"Widowed","$25000 - $34999"
"104",73660,"Male",59,"Asian","Others","Other",3,"Married","$35000 - $44999"
"105",73661,"Male",25,"Black","Others","US",3,"Separated","$35000 - $44999"
"106",73662,"Male",39,"White","US","US",3,"Divorced","$10000 - $14999"
"107",73663,"Male",25,"White","US","US",1,"Never_married","$55000 - $64999"
"108",73664,"Female",5,"Mexican_American","US","US",4,"Married","$75000 - $99999"
"109",73665,"Male",59,"Mexican_American","Others","Other",2,"Separated","$0 - $4999"
"110",73666,"Male",70,"Asian","US","US",2,"Married","$55000 - $64999"
"111",73667,"Male",24,"White","US","US",5,"partner","$15000 - $19999"
"112",73668,"Female",30,"White","US","US",7,"Never_married","$45000 - $54999"
"113",73669,"Male",4,"Black","US","US",4,"Married","$20000 - $24999"
"114",73670,"Female",71,"Mexican_American","Others","Other",1,"Widowed","$10000 - $14999"
"115",73671,"Male",49,"Black","US","US",1,"Never_married","$10000 - $14999"
"116",73672,"Male",73,"White","US","US",2,"Married","$75000 - $99999"
"117",73673,"Male",45,"White","US","US",4,"Married","$100000 and Over"
"118",73674,"Female",45,"White","Others","US",5,"Married","$20000 and Over"
"119",73675,"Male",29,"Asian","Others","Other",3,"Married","$15000 - $19999"
"120",73676,"Male",44,"White","US","US",4,"Married","$65000 - $74999"
"121",73677,"Female",61,"Black","US","US",2,"Married","$100000 and Over"
"122",73678,"Male",51,"White","US","US",5,"Married","$25000 - $34999"
"123",73679,"Female",1,"Mexican_American","US","US",5,"Married","$35000 - $44999"
"124",73680,"Male",12,"White","US","US",3,"Divorced","$45000 - $54999"
"125",73681,"Female",9,"Black","US","US",5,"Never_married","$25000 - $34999"
"126",73682,"Female",3,"Black","US","US",3,"Never_married","$5000 - $9999"
"127",73683,"Female",2,"multiracial","US","US",4,"Married","$45000 - $54999"
"128",73684,"Male",64,"Asian","Others","US",2,"Married","$100000 and Over"
"129",73685,"Female",0,"multiracial","US","US",3,"Married","$20000 - $24999"
"130",73686,"Female",7,"Mexican_American","US","US",6,"Married","$20000 - $24999"
"131",73687,"Male",8,"White","US","US",4,"Married","$15000 - $19999"
"132",73688,"Male",58,"White","US","US",2,"Married","$65000 - $74999"
"133",73689,"Male",54,"White","US","US",3,"Married","$100000 and Over"
"134",73690,"Female",77,"White","US","US",2,"Married","$45000 - $54999"
"135",73691,"Male",14,"White","US","US",6,"Married","$45000 - $54999"
"136",73692,"Male",65,"Other_Hispanic","Others","Other",2,"Married","$25000 - $34999"
"137",73693,"Female",78,"White","US","US",1,"Divorced","$5000 - $9999"
"138",73694,"Female",66,"White","US","US",2,"Married","$65000 - $74999"
"139",73695,"Female",79,"White","US","US",2,"Married","$55000 - $64999"
"140",73696,"Female",8,"White","US","US",3,"Married","Unknown"
"141",73697,"Female",57,"White","US","US",2,"Married","$45000 - $54999"
"142",73698,"Male",23,"White","US","US",1,"partner","$25000 - $34999"
"143",73699,"Male",20,"White","US","US",1,"Never_married","$10000 - $14999"
"144",73700,"Male",0,"Mexican_American","US","US",4,"Separated","$10000 - $14999"
"145",73701,"Male",47,"Asian","Others","Other",4,"Married","$100000 and Over"
"146",73702,"Female",48,"White","US","US",2,"Married","$55000 - $64999"
"147",73703,"Female",38,"Other_Hispanic","Others","US",4,"Married","Refused"
"148",73704,"Female",8,"White","US","US",7,"Separated","$35000 - $44999"
"149",73705,"Male",10,"White","US","US",4,"Married","$100000 and Over"
"150",73706,"Male",54,"White","US","US",4,"Married","$25000 - $34999"
"151",73707,"Male",45,"Black","US","US",1,"Never_married","$0 - $4999"
"152",73708,"Male",69,"Mexican_American","US","US",3,"partner","$100000 and Over"
"153",73709,"Male",64,"Black","US","US",2,"Married","$25000 - $34999"
"154",73710,"Male",2,"White","US","US",6,"Divorced","$15000 - $19999"
"155",73711,"Male",5,"Mexican_American","US","US",7,"partner","$15000 - $19999"
"156",73712,"Male",18,"Asian","US","US",4,"Married","$100000 and Over"
"157",73713,"Male",3,"Mexican_American","US","US",4,"Married","$15000 - $19999"
"158",73714,"Female",29,"White","US","US",3,"Married","$100000 and Over"
"159",73715,"Female",38,"White","US","US",3,"Married","$55000 - $64999"
"160",73716,"Male",25,"White","US","US",1,"Never_married","$45000 - $54999"
"161",73717,"Male",78,"Black","US","US",3,"Married","$35000 - $44999"
"162",73718,"Male",53,"Black","US","US",3,"Married","$20000 - $24999"
"163",73719,"Female",11,"Mexican_American","US","US",7,"Married","$25000 - $34999"
"164",73720,"Male",48,"Black","US","US",3,"Married","$55000 - $64999"
"165",73721,"Female",80,"White","US","US",1,"Divorced","$25000 - $34999"
"166",73722,"Female",80,"Black","US","US",1,"Widowed","$35000 - $44999"
"167",73723,"Male",77,"White","US","US",2,"Married","$100000 and Over"
"168",73724,"Male",26,"Black","US","US",2,"Never_married","$25000 - $34999"
"169",73725,"Female",80,"White","US","US",2,"Widowed","$45000 - $54999"
"170",73726,"Female",67,"Mexican_American","US","US",7,"Married","$45000 - $54999"
"171",73727,"Female",3,"Black","US","US",3,"Never_married","$5000 - $9999"
"172",73728,"Male",16,"White","US","US",6,"Married","$100000 and Over"
"173",73729,"Male",46,"White","US","US",4,"Married","$55000 - $64999"
"174",73730,"Male",48,"Mexican_American","US","US",3,"Never_married","$25000 - $34999"
"175",73731,"Male",12,"multiracial","US","US",4,"Married","$100000 and Over"
"176",73732,"Male",80,"White","Others","US",2,"Married","$45000 - $54999"
"177",73733,"Female",23,"Mexican_American","US","US",4,"Married","$20000 and Over"
"178",73734,"Female",5,"Black","US","US",3,"partner","$0 - $4999"
"179",73735,"Female",29,"Other_Hispanic","Others","US",3,"Never_married","$0 - $4999"
"180",73736,"Male",55,"Black","US","US",3,"Never_married","Refused"
"181",73737,"Female",30,"multiracial","US","US",6,"Divorced","$65000 - $74999"
"182",73738,"Male",29,"Black","US","US",4,"Married","$100000 and Over"
"183",73739,"Female",46,"White","US","US",3,"Divorced","$25000 - $34999"
"184",73740,"Female",57,"Asian","Others","Other",4,"Widowed","$55000 - $64999"
"185",73741,"Female",47,"Mexican_American","Others","Other",4,"Married","$20000 and Over"
"186",73742,"Female",11,"multiracial","US","US",5,"Married","$35000 - $44999"
"187",73743,"Male",0,"Mexican_American","US","US",4,"Never_married","Under $20000"
"188",73744,"Female",0,"White","US","US",5,"partner","$15000 - $19999"
"189",73745,"Male",7,"multiracial","US","US",4,"Married","$10000 - $14999"
"190",73746,"Female",64,"White","US","US",1,"Widowed","$10000 - $14999"
"191",73747,"Female",80,"Other_Hispanic","US","US",2,"Married","$75000 - $99999"
"192",73748,"Male",0,"Black","US","US",7,"Married","$45000 - $54999"
"193",73749,"Male",29,"White","US","US",1,"Never_married","Refused"
"194",73750,"Male",9,"multiracial","Others","US",5,"partner","$35000 - $44999"
"195",73751,"Female",61,"White","US","US",2,"Separated","$10000 - $14999"
"196",73752,"Female",8,"White","US","US",5,"Married","$55000 - $64999"
"197",73753,"Female",11,"White","US","US",4,"Married","$45000 - $54999"
"198",73754,"Male",15,"Mexican_American","US","US",3,"Married","$15000 - $19999"
"199",73755,"Male",75,"Mexican_American","US","US",1,"Separated","$15000 - $19999"
"200",73756,"Male",56,"White","US","US",4,"Married","Refused"
"201",73757,"Female",29,"Mexican_American","US","US",2,"Never_married","$75000 - $99999"
"202",73758,"Female",15,"White","US","US",7,"Married","$100000 and Over"
"203",73759,"Female",9,"Mexican_American","US","US",4,"partner","$35000 - $44999"
"204",73760,"Male",64,"White","US","US",2,"Divorced","$20000 - $24999"
"205",73761,"Male",17,"Mexican_American","US","US",5,"Married","$10000 - $14999"
"206",73762,"Male",3,"Other_Hispanic","US","US",6,"Never_married","$65000 - $74999"
"207",73763,"Female",31,"Other_Hispanic","US","US",6,"Married","$0 - $4999"
"208",73764,"Male",13,"Asian","US","US",5,"Married","$65000 - $74999"
"209",73765,"Male",54,"Mexican_American","US","US",3,"Married","$10000 - $14999"
"210",73766,"Female",75,"White","US","US",1,"Divorced","$20000 - $24999"
"211",73767,"Female",35,"Asian","Others","Other",4,"Married","$100000 and Over"
"212",73768,"Female",4,"Asian","US","US",4,"Married","$75000 - $99999"
"213",73769,"Male",42,"Other_Hispanic","Refused","US",1,"Divorced","Refused"
"214",73770,"Female",50,"White","US","US",2,"Married","$75000 - $99999"
"215",73771,"Male",0,"White","US","US",5,"partner","$25000 - $34999"
"216",73772,"Female",21,"Mexican_American","US","US",4,"Married","$100000 and Over"
"217",73773,"Female",39,"Mexican_American","US","US",5,"Married","$100000 and Over"
"218",73774,"Female",80,"Black","US","US",2,"Widowed","Unknown"
"219",73775,"Female",14,"Black","US","US",5,"Never_married","$10000 - $14999"
"220",73776,"Female",19,"Other_Hispanic","Others","Other",7,"Married","$20000 - $24999"
"221",73777,"Male",5,"Mexican_American","US","US",4,"Never_married","$20000 - $24999"
"222",73778,"Male",62,"Mexican_American","Others","Other",1,"Married","$20000 - $24999"
"223",73779,"Male",62,"White","US","US",1,"Divorced","$0 - $4999"
"224",73780,"Male",78,"White","US","US",2,"Married","Refused"
"225",73781,"Female",48,"White","US","US",3,"Married","Refused"
"226",73782,"Male",68,"White","US","US",1,"Never_married","$10000 - $14999"
"227",73783,"Male",26,"White","US","US",4,"Married","$100000 and Over"
"228",73784,"Female",7,"Mexican_American","US","US",3,"Married","$25000 - $34999"
"229",73785,"Male",46,"Asian","Others","US",3,"Married","$100000 and Over"
"230",73786,"Female",18,"White","US","US",4,"Divorced","$20000 - $24999"
"231",73787,"Male",71,"Black","US","US",3,"Married","$55000 - $64999"
"232",73788,"Female",9,"Other_Hispanic","US","US",4,"Never_married","$5000 - $9999"
"233",73789,"Female",2,"Black","US","US",4,"partner","$100000 and Over"
"234",73790,"Male",59,"White","US","US",1,"Never_married","$35000 - $44999"
"235",73791,"Male",8,"Black","US","US",7,"Married","$20000 - $24999"
"236",73792,"Female",68,"White","US","US",2,"Married","$100000 and Over"
"237",73793,"Male",10,"Mexican_American","US","US",7,"Married","$75000 - $99999"
"238",73794,"Female",6,"Other_Hispanic","US","US",7,"Never_married","$10000 - $14999"
"239",73795,"Male",59,"White","US","US",2,"Married","$100000 and Over"
"240",73796,"Female",5,"Mexican_American","US","US",6,"Married","$35000 - $44999"
"241",73797,"Female",57,"White","US","US",3,"Married","$15000 - $19999"
"242",73798,"Male",11,"Other_Hispanic","Others","Other",7,"Married","$20000 - $24999"
"243",73799,"Female",10,"Mexican_American","US","US",5,"Never_married","Under $20000"
"244",73800,"Female",54,"White","US","US",1,"Widowed","$15000 - $19999"
"245",73801,"Female",46,"Other_Hispanic","US","US",4,"Married","$100000 and Over"
"246",73802,"Female",18,"Asian","US","US",1,"Married","$0 - $4999"
"247",73803,"Male",14,"Asian","US","US",5,"partner","$35000 - $44999"
"248",73804,"Male",55,"Mexican_American","Others","Other",5,"Married","$20000 - $24999"
"249",73805,"Female",30,"White","US","US",2,"Never_married","$5000 - $9999"
"250",73806,"Male",63,"Black","US","US",2,"Married","$75000 - $99999"
"251",73807,"Female",50,"White","US","US",2,"Married","$100000 and Over"
"252",73808,"Female",53,"White","US","US",2,"Never_married","$35000 - $44999"
"253",73809,"Female",52,"White","US","US",3,"Separated","$25000 - $34999"
"254",73810,"Male",48,"Other_Hispanic","US","US",7,"Married","$75000 - $99999"
"255",73811,"Male",64,"White","US","US",2,"Married","$20000 - $24999"
"256",73812,"Male",5,"White","US","US",3,"Never_married","$10000 - $14999"
"257",73813,"Female",34,"White","US","US",7,"Married","$75000 - $99999"
"258",73814,"Male",0,"Black","US","US",6,"partner","$0 - $4999"
"259",73815,"Female",72,"Black","US","US",2,"Married","$45000 - $54999"
"260",73816,"Male",64,"Other_Hispanic","Others","US",3,"Married","$25000 - $34999"
"261",73817,"Male",0,"Mexican_American","US","US",5,"partner","$5000 - $9999"
"262",73818,"Male",5,"Black","US","US",4,"Widowed","$100000 and Over"
"263",73819,"Male",4,"Other_Hispanic","US","US",3,"Married","$100000 and Over"
"264",73820,"Male",56,"White","US","US",3,"Married","$55000 - $64999"
"265",73821,"Female",56,"White","US","US",2,"Married","$100000 and Over"
"266",73822,"Female",13,"Black","US","US",4,"Married","$0 - $4999"
"267",73823,"Male",35,"Black","Others","Other",2,"Married","$25000 - $34999"
"268",73824,"Male",11,"Black","US","US",5,"Never_married","$10000 - $14999"
"269",73825,"Female",64,"Asian","Others","US",2,"Married","$100000 and Over"
"270",73826,"Female",14,"Mexican_American","US","US",6,"partner","$15000 - $19999"
"271",73827,"Female",11,"Mexican_American","US","US",3,"Divorced","$100000 and Over"
"272",73828,"Female",4,"Black","US","US",4,"partner","$55000 - $64999"
"273",73829,"Female",7,"Asian","US","US",3,"Married","$100000 and Over"
"274",73830,"Male",64,"Asian","Others","US",3,"Married","$100000 and Over"
"275",73831,"Female",48,"multiracial","US","US",4,"Divorced","$25000 - $34999"
"276",73832,"Male",77,"Black","US","US",2,"Married","$65000 - $74999"
"277",73833,"Female",34,"Asian","Others","Other",3,"Married","$100000 and Over"
"278",73834,"Male",64,"Asian","Others","US",1,"Never_married","$100000 and Over"
"279",73835,"Male",13,"Mexican_American","US","US",4,"Married","$100000 and Over"
"280",73836,"Female",9,"White","US","US",7,"partner","$45000 - $54999"
"281",73837,"Male",29,"White","US","US",3,"Married","$55000 - $64999"
"282",73838,"Female",2,"Black","US","US",2,"Separated","$45000 - $54999"
"283",73839,"Male",68,"White","US","US",3,"Married","$45000 - $54999"
"284",73840,"Female",77,"White","US","US",1,"Divorced","$20000 - $24999"
"285",73841,"Male",13,"Mexican_American","US","US",7,"Married","$20000 - $24999"
"286",73842,"Male",53,"Mexican_American","Others","Other",1,"Married","$10000 - $14999"
"287",73843,"Male",42,"Asian","Others","US",6,"Married","$35000 - $44999"
"288",73844,"Female",12,"White","US","US",3,"Divorced","$35000 - $44999"
"289",73845,"Female",70,"White","US","US",1,"Widowed","$15000 - $19999"
"290",73846,"Female",24,"Black","US","US",5,"Divorced","$35000 - $44999"
"291",73847,"Male",34,"White","US","US",6,"partner","$35000 - $44999"
"292",73848,"Female",65,"White","US","US",1,"Widowed","$10000 - $14999"
"293",73849,"Female",16,"White","US","US",5,"Married","$100000 and Over"
"294",73850,"Male",30,"White","US","US",7,"Married","$20000 - $24999"
"295",73851,"Female",48,"Mexican_American","Others","US",3,"Married","$100000 and Over"
"296",73852,"Female",40,"Mexican_American","Others","US",5,"Married","$45000 - $54999"
"297",73853,"Male",13,"White","US","US",5,"Married","$75000 - $99999"
"298",73854,"Female",1,"Mexican_American","US","US",6,"Married","$75000 - $99999"
"299",73855,"Female",38,"White","US","US",3,"Separated","$5000 - $9999"
"300",73856,"Male",0,"Other_Hispanic","US","US",6,"partner","$75000 - $99999"
"301",73857,"Male",23,"Mexican_American","US","US",6,"Married","$35000 - $44999"
"302",73858,"Male",52,"Black","US","US",2,"Divorced","$15000 - $19999"
"303",73859,"Male",38,"Black","US","US",2,"Married","$55000 - $64999"
"304",73860,"Male",53,"Black","US","US",1,"Separated","$25000 - $34999"
"305",73861,"Male",77,"White","US","US",2,"Married","$100000 and Over"
"306",73862,"Female",61,"White","US","US",3,"Married","$25000 - $34999"
"307",73863,"Male",26,"Asian","Others","US",1,"Never_married","$45000 - $54999"
"308",73864,"Female",62,"White","US","US",3,"Married","$20000 - $24999"
"309",73865,"Male",48,"White","US","US",5,"Divorced","$25000 - $34999"
"310",73866,"Female",47,"Other_Hispanic","US","US",4,"Married","$100000 and Over"
"311",73867,"Female",80,"White","US","US",2,"Married","$100000 and Over"
"312",73868,"Male",32,"multiracial","US","US",3,"Married","$20000 - $24999"
"313",73869,"Male",7,"Black","US","US",2,"Never_married","$10000 - $14999"
"314",73870,"Male",38,"White","US","US",1,"partner","$100000 and Over"
"315",73871,"Female",28,"White","US","US",4,"Divorced","$55000 - $64999"
"316",73872,"Female",63,"Asian","Others","US",7,"Married","Refused"
"317",73873,"Male",80,"Asian","US","US",2,"Widowed","$35000 - $44999"
"318",73874,"Female",2,"White","US","US",3,"Married","$65000 - $74999"
"319",73875,"Male",43,"Other_Hispanic","Others","Other",5,"Married","$45000 - $54999"
"320",73876,"Female",0,"White","US","US",5,"Married","$100000 and Over"
"321",73877,"Female",0,"Black","US","US",6,"Married","$35000 - $44999"
"322",73878,"Female",45,"Black","US","US",2,"Never_married","$35000 - $44999"
"323",73879,"Female",58,"White","US","US",3,"Widowed","$35000 - $44999"
"324",73880,"Female",50,"White","US","US",6,"partner","$65000 - $74999"
"325",73881,"Male",38,"Other_Hispanic","US","US",1,"Never_married","$10000 - $14999"
"326",73882,"Female",25,"White","US","US",1,"Never_married","$0 - $4999"
"327",73883,"Male",67,"Mexican_American","Others","US",6,"Married","$5000 - $9999"
"328",73884,"Male",43,"Mexican_American","US","US",4,"Married","$75000 - $99999"
"329",73885,"Male",6,"White","US","US",7,"Married","$35000 - $44999"
"330",73886,"Female",64,"Other_Hispanic","Refused","US",2,"Refused","$100000 and Over"
"331",73887,"Male",16,"White","US","US",3,"Divorced","$35000 - $44999"
"332",73888,"Male",56,"White","US","US",4,"Married","$100000 and Over"
"333",73889,"Male",15,"Other_Hispanic","US","US",3,"Widowed","$15000 - $19999"
"334",73890,"Male",16,"Black","US","US",4,"Divorced","$5000 - $9999"
"335",73891,"Male",12,"Black","US","US",4,"Divorced","$55000 - $64999"
"336",73892,"Male",15,"Asian","Others","US",5,"Married","$100000 and Over"
"337",73893,"Male",17,"Black","US","US",2,"Widowed","Unknown"
"338",73894,"Male",6,"Black","US","US",6,"Separated","$25000 - $34999"
"339",73895,"Male",5,"Mexican_American","US","US",5,"Never_married","$25000 - $34999"
"340",73896,"Female",19,"Mexican_American","US","US",6,"Married","$20000 and Over"
"341",73897,"Female",11,"Black","US","US",3,"partner","$10000 - $14999"
"342",73898,"Male",9,"White","US","US",4,"Married","$20000 and Over"
"343",73899,"Male",57,"Black","US","US",4,"Married","$100000 and Over"
"344",73900,"Male",66,"White","US","US",2,"Married","$100000 and Over"
"345",73901,"Male",54,"White","US","US",1,"Never_married","$100000 and Over"
"346",73902,"Female",28,"Asian","Others","US",2,"Married","$100000 and Over"
"347",73903,"Female",4,"multiracial","US","US",5,"Married","$20000 - $24999"
"348",73904,"Male",17,"Mexican_American","US","US",5,"Married","$15000 - $19999"
"349",73905,"Male",12,"Mexican_American","US","US",6,"Married","$20000 - $24999"
"350",73906,"Female",34,"Mexican_American","Others","Other",5,"Separated","$10000 - $14999"
"351",73907,"Female",8,"White","US","US",3,"Separated","$10000 - $14999"
"352",73908,"Male",67,"White","US","US",2,"Married","$45000 - $54999"
"353",73909,"Male",0,"Black","US","US",3,"Married","$55000 - $64999"
"354",73910,"Male",51,"Asian","US","US",2,"Married","$100000 and Over"
"355",73911,"Male",3,"White","US","US",5,"Married","$25000 - $34999"
"356",73912,"Male",0,"Other_Hispanic","US","US",3,"partner","$15000 - $19999"
"357",73913,"Male",26,"Black","US","US",1,"Never_married","$0 - $4999"
"358",73914,"Female",52,"multiracial","US","US",1,"Never_married","$20000 and Over"
"359",73915,"Female",14,"White","US","US",5,"Married","$20000 - $24999"
"360",73916,"Male",27,"White","US","US",2,"Never_married","$15000 - $19999"
"361",73917,"Male",8,"White","US","US",1,"Divorced","$0 - $4999"
"362",73918,"Male",32,"Black","US","US",2,"Never_married","$10000 - $14999"
"363",73919,"Male",61,"Black","US","US",2,"Married","$0 - $4999"
"364",73920,"Male",18,"Mexican_American","US","US",4,"Married","$35000 - $44999"
"365",73921,"Female",80,"White","US","US",1,"Never_married","$10000 - $14999"
"366",73922,"Female",75,"White","US","US",2,"Married","$20000 - $24999"
"367",73923,"Male",4,"Mexican_American","US","US",6,"Married","$65000 - $74999"
"368",73924,"Female",39,"White","US","US",4,"Married","Refused"
"369",73925,"Male",60,"Other_Hispanic","Others","US",2,"Married","$10000 - $14999"
"370",73926,"Male",64,"Mexican_American","Others","US",3,"Married","$65000 - $74999"
"371",73927,"Female",3,"Mexican_American","US","US",5,"Married","$35000 - $44999"
"372",73928,"Male",23,"Black","US","US",2,"Divorced","$75000 - $99999"
